date;project;readthroughput;writethroughput
2023-11-25T17:28:58+01:00;hpk;288149;84540
2023-11-25T17:34:10+01:00;hpk;287823;77260
2023-11-25T17:39:23+01:00;hpk;286633;79096
2023-11-25T17:44:38+01:00;hpk;287094;76511
2023-11-25T17:49:49+01:00;hpk;289491;81020
2023-11-25T17:55:08+01:00;hpk;290615;80574
2023-11-25T18:00:19+01:00;hpk;289811;75788
2023-11-25T18:05:32+01:00;hpk;265327;80078
2023-11-25T18:10:50+01:00;hpk;284716;82071
2023-11-25T18:15:59+01:00;hpk;260321;84672
