date;project;score
2023-11-23T19:15:40+01:00;hpk;14685.18
2023-11-23T19:16:01+01:00;hpk;14670.80
2023-11-23T19:16:23+01:00;hpk;14667.96
2023-11-23T19:16:44+01:00;hpk;14682.09
2023-11-23T19:17:06+01:00;hpk;14679.91
2023-11-23T19:17:27+01:00;hpk;14694.68
2023-11-23T19:17:49+01:00;hpk;14692.76
2023-11-23T19:18:10+01:00;hpk;14679.01
2023-11-23T19:18:32+01:00;hpk;14694.09
2023-11-23T19:18:53+01:00;hpk;14681.68
