date;project;score
2023-11-23T18:15:26+01:00;hpk;526.51
2023-11-23T18:15:48+01:00;hpk;525.70
2023-11-23T18:16:09+01:00;hpk;526.38
2023-11-23T18:16:31+01:00;hpk;526.43
2023-11-23T18:16:52+01:00;hpk;525.93
2023-11-23T18:17:14+01:00;hpk;526.26
2023-11-23T18:17:35+01:00;hpk;525.75
2023-11-23T18:17:57+01:00;hpk;526.44
2023-11-23T18:18:18+01:00;hpk;526.49
2023-11-23T18:18:40+01:00;hpk;525.91
