date;project;readthroughput;writethroughput
2023-11-18T16:46:15+01:00;ksi;255812;71049
2023-11-18T16:50:05+01:00;ksi;204535;84569
2023-11-18T16:53:50+01:00;ksi;209218;79975
2023-11-18T16:57:45+01:00;ksi;179308;77265
2023-11-18T17:01:35+01:00;ksi;222073;80815
2023-11-18T17:05:31+01:00;ksi;166609;81996
2023-11-18T17:09:25+01:00;ksi;197653;76543
2023-11-18T17:13:02+01:00;ksi;215501;83293
2023-11-18T17:16:44+01:00;ksi;233412;80886
2023-11-18T17:20:48+01:00;ksi;161717;79868
