date;project;score
2023-11-22T15:48:51+01:00;slurm;15103.19
2023-11-22T15:49:01+01:00;slurm;15102.09
2023-11-22T15:49:11+01:00;slurm;14896.18
2023-11-22T15:49:21+01:00;slurm;14807.52
2023-11-22T15:49:31+01:00;slurm;14733.66
2023-11-22T15:49:42+01:00;slurm;14720.88
2023-11-22T15:49:52+01:00;slurm;14688.35
2023-11-22T15:50:02+01:00;slurm;14643.01
2023-11-22T15:50:12+01:00;slurm;14596.99
2023-11-22T15:50:22+01:00;slurm;14562.77
