date;project;score
2023-11-23T11:17:42+01:00;slurm;15095.96
2023-11-23T11:18:03+01:00;slurm;15098.36
2023-11-23T11:18:23+01:00;slurm;15097.67
2023-11-23T11:18:43+01:00;slurm;15095.71
2023-11-23T11:19:03+01:00;slurm;15108.25
2023-11-23T11:19:23+01:00;slurm;15100.04
2023-11-23T11:19:43+01:00;slurm;15099.45
2023-11-23T11:20:04+01:00;slurm;15095.66
2023-11-23T11:20:24+01:00;slurm;15104.10
2023-11-23T11:20:44+01:00;slurm;15089.75
