date;project;score
2023-11-10T17:25:34+01:00;slurm;15104.12
2023-11-10T17:25:44+01:00;slurm;15105.04
2023-11-10T17:25:54+01:00;slurm;14920.61
2023-11-10T17:26:04+01:00;slurm;14833.50
2023-11-10T17:26:14+01:00;slurm;14779.10
2023-11-10T17:26:25+01:00;slurm;14743.04
2023-11-10T17:26:35+01:00;slurm;14693.28
2023-11-10T17:26:45+01:00;slurm;14637.79
2023-11-10T17:26:55+01:00;slurm;14649.91
2023-11-10T17:27:05+01:00;slurm;14611.28
