date;project;readthroughput;writethroughput
2023-11-14T20:16:10+01:00;ksi;346.53;126.20
2023-11-14T20:17:42+01:00;ksi;468.85;75.92
2023-11-14T20:19:33+01:00;ksi;474.74;111.89
2023-11-14T20:21:21+01:00;ksi;465.72;29.73
2023-11-14T20:23:01+01:00;ksi;482.52;66.94
2023-11-14T20:24:46+01:00;ksi;451.53;85.22
2023-11-14T20:26:33+01:00;ksi;477.82;71.27
2023-11-14T20:28:16+01:00;ksi;335.80;113.99
2023-11-14T20:30:01+01:00;ksi;389.40;75.00
2023-11-14T20:31:35+01:00;ksi;479.71;48.69
