date;project;readthroughput;writethroughput
2023-11-13T16:10:29+01:00;ksi;315.80;9.52
2023-11-13T16:12:10+01:00;ksi;312.91;9.44
2023-11-13T16:13:55+01:00;ksi;311.99;22.55
2023-11-13T16:15:38+01:00;ksi;311.79;20.87
2023-11-13T16:17:17+01:00;ksi;313.86;18.91
2023-11-13T16:18:58+01:00;ksi;315.92;13.80
2023-11-13T16:20:45+01:00;ksi;313.97;17.04
2023-11-13T16:22:18+01:00;ksi;316.46;2.15
2023-11-13T16:24:05+01:00;ksi;250.36;23.20
2023-11-13T16:25:35+01:00;ksi;317.68;10.44
