date;project;readthroughput;writethroughput
2023-11-10T16:29:34+01:00;ksi;5198.00;110.12
2023-11-10T16:31:24+01:00;ksi;4481.74;129.90
2023-11-10T16:33:03+01:00;ksi;4825.85;44.34
2023-11-10T16:34:41+01:00;ksi;5250.30;114.18
2023-11-10T16:36:32+01:00;ksi;5241.86;131.63
2023-11-10T16:38:13+01:00;ksi;4478.86;50.82
2023-11-10T16:40:01+01:00;ksi;5081.03;112.35
2023-11-10T16:41:50+01:00;ksi;5111.54;109.17
2023-11-10T16:43:33+01:00;ksi;5244.00;58.28
2023-11-10T16:45:19+01:00;ksi;5230.22;122.26
