date;project;readthroughput;writethroughput
2023-11-24T20:41:34+01:00;hpk;388163;73508
2023-11-24T20:46:29+01:00;hpk;408463;84956
2023-11-24T20:51:30+01:00;hpk;412743;86814
2023-11-24T20:56:28+01:00;hpk;406957;88155
2023-11-24T21:01:28+01:00;hpk;479047;82016
2023-11-24T21:06:28+01:00;hpk;472730;88824
2023-11-24T21:11:17+01:00;hpk;472118;87881
2023-11-24T21:16:13+01:00;hpk;411327;88104
2023-11-24T21:21:09+01:00;hpk;482076;80665
2023-11-24T21:26:03+01:00;hpk;416163;87061
