date;project;readthroughput;writethroughput
2023-11-26T18:08:56+01:00;hpk;171070;88972
2023-11-26T18:12:06+01:00;hpk;178102;80597
2023-11-26T18:15:02+01:00;hpk;359055;75487
2023-11-26T18:18:08+01:00;hpk;192130;81841
2023-11-26T18:21:11+01:00;hpk;168655;84870
2023-11-26T18:23:56+01:00;hpk;322279;83907
2023-11-26T18:26:57+01:00;hpk;230893;80926
2023-11-26T18:29:47+01:00;hpk;343317;77900
2023-11-26T18:32:43+01:00;hpk;294316;78098
2023-11-26T18:36:08+01:00;hpk;163779;83450
