date;project;readthroughput;writethroughput
2023-11-26T22:34:37+01:00;hpk;488078;79670
2023-11-26T22:36:57+01:00;hpk;455333;83505
2023-11-26T22:40:08+01:00;hpk;251796;77170
2023-11-26T22:43:18+01:00;hpk;290907;88474
2023-11-26T22:45:52+01:00;hpk;228385;86076
2023-11-26T22:48:20+01:00;hpk;384111;89358
2023-11-26T22:51:31+01:00;hpk;247203;86442
2023-11-26T22:54:42+01:00;hpk;432424;80379
2023-11-26T22:57:53+01:00;hpk;377304;82808
2023-11-26T23:01:05+01:00;hpk;363615;82138
