date;project;readthroughput;writethroughput
2023-11-18T14:16:58+01:00;ksi;326214;81617
2023-11-18T14:20:38+01:00;ksi;234744;80532
2023-11-18T14:24:10+01:00;ksi;361765;78200
2023-11-18T14:27:52+01:00;ksi;382936;74160
2023-11-18T14:31:42+01:00;ksi;276395;73463
2023-11-18T14:35:16+01:00;ksi;387089;78875
2023-11-18T14:38:46+01:00;ksi;339496;79400
2023-11-18T14:42:34+01:00;ksi;288397;74247
2023-11-18T14:46:17+01:00;ksi;378632;71065
2023-11-18T14:50:06+01:00;ksi;295051;76292
