date;project;score
2023-11-10T14:28:23+01:00;ksi;14572.12
2023-11-10T14:29:47+01:00;ksi;14580.31
2023-11-10T14:30:58+01:00;ksi;14587.17
2023-11-10T14:32:07+01:00;ksi;14580.57
2023-11-10T14:33:19+01:00;ksi;14583.66
2023-11-10T14:34:44+01:00;ksi;14562.68
2023-11-10T14:36:05+01:00;ksi;14573.88
2023-11-10T14:37:17+01:00;ksi;14584.75
2023-11-10T14:38:37+01:00;ksi;14573.67
2023-11-10T14:39:48+01:00;ksi;14585.57
