date;project;score
2023-11-07T16:53:19+01:00;ksi;506.92
2023-11-07T16:54:43+01:00;ksi;505.96
2023-11-07T16:56:08+01:00;ksi;506.18
2023-11-07T16:57:30+01:00;ksi;500.43
2023-11-07T16:58:50+01:00;ksi;506.07
2023-11-07T17:00:18+01:00;ksi;507.32
2023-11-07T17:01:41+01:00;ksi;507.39
2023-11-07T17:03:03+01:00;ksi;505.76
2023-11-07T17:04:25+01:00;ksi;506.26
2023-11-07T17:05:48+01:00;ksi;505.70
