date;project;readthroughput;writethroughput
2023-11-13T17:00:39+01:00;ksi;75.42;16.94
2023-11-13T17:02:20+01:00;ksi;75.43;5.88
2023-11-13T17:03:57+01:00;ksi;72.39;10.61
2023-11-13T17:05:38+01:00;ksi;64.09;5.07
2023-11-13T17:07:18+01:00;ksi;71.13;3.56
2023-11-13T17:08:58+01:00;ksi;72.27;12.56
2023-11-13T17:10:29+01:00;ksi;72.84;2.85
2023-11-13T17:12:15+01:00;ksi;71.80;16.82
2023-11-13T17:13:56+01:00;ksi;74.25;6.07
2023-11-13T17:15:40+01:00;ksi;71.61;19.76
