date;project;readthroughput;writethroughput
2023-11-07T20:37:25+01:00;ksi;38.36;25.57
2023-11-07T20:39:02+01:00;ksi;38.29;25.52
2023-11-07T20:40:38+01:00;ksi;38.35;25.57
2023-11-07T20:42:20+01:00;ksi;34.59;23.06
2023-11-07T20:44:17+01:00;ksi;38.29;25.52
2023-11-07T20:46:13+01:00;ksi;38.41;25.60
2023-11-07T20:48:04+01:00;ksi;38.42;25.61
2023-11-07T20:50:03+01:00;ksi;38.55;25.70
2023-11-07T20:51:59+01:00;ksi;38.22;25.48
2023-11-07T20:53:51+01:00;ksi;38.33;25.55
