date;project;readthroughput;writethroughput
2023-12-01T17:33:28+01:00;slurm;501231;65559
2023-12-01T17:35:35+01:00;slurm;422217;87988
2023-12-01T17:37:47+01:00;slurm;358365;86041
2023-12-01T17:39:50+01:00;slurm;408502;91750
2023-12-01T17:41:56+01:00;slurm;402814;91242
2023-12-01T17:44:00+01:00;slurm;447153;89081
2023-12-01T17:46:08+01:00;slurm;387392;88887
2023-12-01T17:48:25+01:00;slurm;294719;86865
2023-12-01T17:50:19+01:00;slurm;419703;101805
2023-12-01T17:52:32+01:00;slurm;312832;88572
