date;project;readthroughput;writethroughput
2023-11-17T20:57:21+01:00;slurm;499292;93108
2023-11-17T20:57:21+01:00;slurm;396905;78160
2023-11-17T20:57:21+01:00;slurm;437910;81274
2023-11-17T20:57:21+01:00;slurm;419955;80743
2023-11-17T20:57:21+01:00;slurm;424610;78680
2023-11-17T20:57:21+01:00;slurm;399343;82053
2023-11-17T20:57:21+01:00;slurm;420228;83289
2023-11-17T20:57:21+01:00;slurm;417572;79592
2023-11-17T20:57:21+01:00;slurm;423047;79541
2023-11-17T20:57:21+01:00;slurm;421771;79560
