date;project;scoreBitsPerSec
2023-11-11T18:27:58+01:00;slurm;
2023-11-11T18:28:28+01:00;slurm;
2023-11-11T18:28:59+01:00;slurm;
2023-11-11T18:29:29+01:00;slurm;
2023-11-11T18:29:59+01:00;slurm;
2023-11-11T18:30:30+01:00;slurm;
2023-11-11T18:31:00+01:00;slurm;
2023-11-11T18:31:30+01:00;slurm;
2023-11-11T18:32:01+01:00;slurm;
2023-11-11T18:32:31+01:00;slurm;
