date;project;readthroughput;writethroughput
2023-12-01T18:37:04+01:00;slurm;278969;66154
2023-12-01T18:39:28+01:00;slurm;199529;92058
2023-12-01T18:41:53+01:00;slurm;230089;86870
2023-12-01T18:44:18+01:00;slurm;220213;87244
2023-12-01T18:46:46+01:00;slurm;188452;91168
2023-12-01T18:48:59+01:00;slurm;253846;94700
2023-12-01T18:51:25+01:00;slurm;221177;86323
2023-12-01T18:53:58+01:00;slurm;181851;87472
2023-12-01T18:56:23+01:00;slurm;197923;91948
2023-12-01T18:58:47+01:00;slurm;206646;91149
