date;project;readthroughput;writethroughput
2023-11-18T16:13:31+01:00;slurm;257098;84603
2023-11-18T16:15:40+01:00;slurm;245625;89430
2023-11-18T16:17:50+01:00;slurm;225749;91713
2023-11-18T16:20:00+01:00;slurm;234672;90398
2023-11-18T16:22:15+01:00;slurm;223012;87071
2023-11-18T16:24:20+01:00;slurm;237214;95110
2023-11-18T16:26:33+01:00;slurm;254841;84389
2023-11-18T16:28:45+01:00;slurm;250256;86131
2023-11-18T16:30:55+01:00;slurm;222556;91905
2023-11-18T16:33:08+01:00;slurm;211140;91319
